Year,Subject_0,Subject_1,Subject_2,Subject_3,Subject_4,Subject_5,Subject_6,Subject_7,Subject_8,Subject_9,Subject_10,Subject_11,Subject_12,Subject_13,Subject_14,Subject_15,Subject_16,Subject_17,Subject_18,Subject_19
1877.0000,267.0874,712.6799,726.6479,1046.7106,1183.0439,288.3360,400.8813,643.0739,323.1408,321.7680,1126.3097,838.2853,652.3916,348.9755,561.1742,1085.6463,866.3635,416.5418,342.0459,592.0654
1878.0000,269.1341,715.7551,727.7479,1050.2126,1186.6921,291.0971,402.5709,646.4656,324.7997,324.4180,1128.2885,840.9438,656.3544,352.2932,562.5977,1088.3147,869.6683,418.3844,345.1479,595.2953
1879.0000,271.2531,718.9391,728.8867,1053.8385,1190.4694,293.9559,404.3202,649.9773,326.5172,327.1616,1130.3374,843.6963,660.4575,355.7283,564.0715,1091.0775,873.0899,420.2922,348.3596,598.6394
1880.0000,273.4471,722.2357,730.0659,1057.5927,1194.3803,296.9158,406.1314,653.6133,328.2955,330.0023,1132.4588,846.5461,664.7056,359.2848,565.5975,1093.9380,876.6326,422.2674,351.6848,602.1018
1881.0000,275.7187,725.6488,731.2867,1061.4796,1198.4295,299.9805,408.0067,657.3778,330.1367,332.9435,1134.6551,849.4968,669.1040,362.9671,567.1775,1096.8996,880.3005,424.3125,355.1277,605.6867
1882.0000,278.0707,729.1827,732.5507,1065.5040,1202.6219,303.1535,409.9482,661.2755,332.0430,335.9887,1136.9292,852.5519,673.6580,366.7797,568.8133,1099.9661,884.0982,426.4299,358.6924,609.3983
1883.0000,280.5058,732.8416,733.8595,1069.6708,1206.9626,306.4387,411.9585,665.3110,334.0167,339.1417,1139.2837,855.7149,678.3730,370.7271,570.5070,1103.1409,888.0302,428.6222,362.3831,613.2413
1884.0000,283.0271,736.6299,735.2145,1073.9849,1211.4569,309.8401,414.0399,669.4893,336.0603,342.4061,1141.7215,858.9899,683.2549,374.8141,572.2606,1106.4281,892.1013,430.8920,366.2044,617.2202
1885.0000,285.6375,740.5522,736.6174,1078.4516,1216.1101,313.3619,416.1948,673.8153,338.1761,345.7860,1144.2455,862.3807,688.3094,379.0457,574.0762,1109.8316,896.3164,433.2422,370.1608,621.3398
1886.0000,288.3403,744.6133,738.0700,1083.0764,1220.9279,317.0082,418.4260,678.2944,340.3667,349.2854,1146.8587,865.8915,693.5426,383.4270,575.9561,1113.3554,900.6806,435.6754,374.2572,625.6051
1887.0000,291.1387,748.8179,739.5739,1087.8647,1225.9161,320.7834,420.7361,682.9319,342.6349,352.9087,1149.5644,869.5264,698.9610,387.9632,577.9024,1117.0038,905.1991,438.1948,378.4984,630.0213
1888.0000,294.0360,753.1713,741.1311,1092.8223,1231.0807,324.6922,423.1280,687.7334,344.9832,356.6600,1152.3658,873.2898,704.5710,392.6598,579.9176,1120.7813,909.8775,440.8032,382.8897,634.5936
1889.0000,297.0359,757.6787,742.7433,1097.9553,1236.4280,328.7393,425.6044,692.7048,347.4146,360.5441,1155.2663,877.1864,710.3794,397.5226,582.0040,1124.6924,914.7213,443.5039,387.4363,639.3277
1890.0000,300.1418,762.3454,744.4125,1103.2698,1241.9644,332.9295,428.1684,697.8519,349.9321,364.5655,1158.2694,881.2208,716.3933,402.5574,584.1643,1128.7419,919.7365,446.3001,392.1437,644.2293
1891.0000,303.3576,767.1773,746.1408,1108.7724,1247.6966,337.2679,430.8231,703.1812,352.5385,368.7292,1161.3787,885.3979,722.6199,407.7703,586.4009,1132.9345,924.9290,449.1952,397.0176,649.3042
1892.0000,306.6871,772.1800,747.9302,1114.4695,1253.6316,341.7597,433.5717,708.6989,355.2372,373.0401,1164.5979,889.7228,729.0667,413.1675,588.7167,1137.2755,930.3052,452.1927,402.0639,654.5586
1893.0000,310.1344,777.3597,749.7829,1120.3682,1259.7765,346.4105,436.4175,714.4118,358.0313,377.5035,1167.9311,894.2006,735.7415,418.7556,591.1144,1141.7700,935.8715,455.2962,407.2886,659.9989
1894.0000,313.7036,782.7226,751.7011,1126.4754,1266.1388,351.2257,439.3640,720.3267,360.9242,382.1248,1171.3821,898.8368,742.6525,424.5414,593.5969,1146.4234,941.6347,458.5095,412.6982,665.6315
1895.0000,317.3991,788.2752,753.6872,1132.7987,1272.7260,356.2112,442.4147,726.4509,363.9194,386.9095,1174.9552,903.6369,749.8078,430.5318,596.1671,1151.2415,947.6018,461.8365,418.2991,671.4634
1896.0000,321.2252,794.0241,755.7435,1139.3457,1279.5463,361.3731,445.5732,732.7917,367.0206,391.8635,1178.6546,908.6069,757.2163,436.7341,598.8283,1156.2300,953.7799,465.2811,424.0981,677.5016
1897.0000,325.1867,799.9764,757.8726,1146.1242,1286.6078,366.7175,448.8435,739.3567,370.2315,396.9927,1182.4849,913.7526,764.8867,443.1558,601.5837,1161.3949,960.1766,468.8476,430.1022,683.7533
1898.0000,329.2884,806.1393,760.0769,1153.1425,1293.9191,372.2510,452.2295,746.1540,373.5559,402.3033,1186.4507,919.0804,772.8285,449.8046,604.4364,1166.7425,966.7994,472.5402,436.3187,690.2262
1899.0000,333.5350,812.5201,762.3593,1160.4090,1301.4889,377.9802,455.7352,753.1916,376.9979,407.8018,1190.5568,924.5965,781.0512,456.6886,607.3901,1172.2792,973.6566,476.3634,442.7550,696.9280
1900.0000,337.9319,819.1266,764.7223,1167.9325,1309.3265,383.9120,459.3650,760.4782,380.5617,413.4947,1194.8080,930.3078,789.5647,463.8160,610.4483,1178.0118,980.7562,480.3219,449.4190,703.8668
1901.0000,342.4843,825.9668,767.1689,1175.7221,1317.4413,390.0537,463.1231,768.0225,384.2515,419.3889,1199.2097,936.2211,798.3793,471.1956,613.6146,1183.9471,988.1070,484.4203,456.3187,711.0511
1902.0000,347.1978,833.0489,769.7021,1183.7872,1325.8432,396.4125,467.0141,775.8336,388.0718,425.4917,1203.7670,942.3436,807.5057,478.8362,616.8929,1190.0923,995.7178,488.6637,463.4624,718.4895
1903.0000,352.0779,840.3815,772.3249,1192.1376,1334.5422,402.9963,471.0428,783.9210,392.0273,431.8103,1208.4855,948.6825,816.9549,486.7470,620.2871,1196.4550,1003.5977,493.0572,470.8589,726.1909
1904.0000,357.1306,847.9734,775.0404,1200.7834,1343.5488,409.8129,475.2139,792.2945,396.1226,438.3524,1213.3710,955.2457,826.7383,494.9376,623.8014,1203.0426,1011.7564,497.6061,478.5169,734.1648
1905.0000,362.3621,855.8339,777.8519,1209.7349,1352.8741,416.8707,479.5326,800.9641,400.3628,445.1259,1218.4292,962.0411,836.8677,503.4179,627.4400,1209.8633,1020.2037,502.3159,486.4458,742.4207
1906.0000,367.7786,863.9724,780.7630,1219.0031,1362.5292,424.1780,484.0040,809.9404,404.7530,452.1389,1223.6663,969.0768,847.3555,512.1981,631.2073,1216.9252,1028.9497,507.1922,494.6551,750.9686
1907.0000,373.3867,872.3987,783.7769,1228.5990,1372.5257,431.7439,488.6336,819.2342,409.2985,459.4000,1229.0886,976.3613,858.2141,521.2889,635.1079,1224.2368,1038.0050,512.2411,503.1548,759.8188
1908.0000,379.1931,881.1231,786.8975,1238.5344,1382.8759,439.5773,493.4269,828.8566,414.0047,466.9180,1234.7028,983.9035,869.4569,530.7013,639.1464,1231.8071,1047.3807,517.4685,511.9551,768.9821
1909.0000,385.2049,890.1561,790.1285,1248.8212,1393.5921,447.6878,498.3898,838.8195,418.8774,474.7018,1240.5155,991.7124,881.0972,540.4465,643.3277,1239.6452,1057.0879,522.8808,521.0666,778.4694
1910.0000,391.4293,899.5085,793.4737,1259.4718,1404.6874,456.0851,503.5282,849.1347,423.9224,482.7610,1246.5338,999.7976,893.1493,550.5365,647.6570,1247.7604,1067.1385,528.4846,530.5005,788.2924
1911.0000,397.8739,909.1918,796.9373,1270.4991,1416.1750,464.7795,508.8484,859.8147,429.1459,491.1051,1252.7649,1008.1687,905.6277,560.9833,652.1394,1256.1627,1077.5446,534.2865,540.2680,798.4627
1912.0000,404.5464,919.2175,800.5233,1281.9165,1428.0690,473.7814,514.3567,870.8725,434.5541,499.7445,1259.2165,1016.8359,918.5474,571.7996,656.7803,1264.8622,1088.3188,540.2937,550.3810,808.9928
1913.0000,411.4550,929.5979,804.2362,1293.7376,1440.3837,483.1017,520.0598,882.3214,440.1536,508.6894,1265.8963,1025.8096,931.9241,582.9985,661.5853,1273.8694,1099.4740,546.5133,560.8517,819.8953
1914.0000,418.6079,940.3453,808.0804,1305.9769,1453.1340,492.7516,525.9647,894.1752,445.9512,517.9506,1272.8123,1035.1008,945.7740,594.5935,666.5603,1283.1952,1111.0238,552.9529,571.6927,831.1835
1915.0000,426.0137,951.4730,812.0606,1318.6491,1466.3352,502.7428,532.0784,906.4484,451.9538,527.5395,1279.9729,1044.7206,960.1136,606.5986,671.7113,1292.8508,1122.9820,559.6203,582.9172,842.8709
1916.0000,433.6816,962.9942,816.1816,1331.7695,1480.0034,513.0875,538.4083,919.1556,458.1687,537.4675,1287.3868,1054.6806,974.9605,619.0283,677.0445,1302.8479,1135.3633,566.5235,594.5387,854.9717
1917.0000,441.6206,974.9229,820.4483,1345.3540,1494.1550,523.7980,544.9622,932.3122,464.6034,547.7466,1295.0629,1064.9929,990.3325,631.8976,682.5663,1313.1987,1148.1825,573.6708,606.5712,867.5005
1918.0000,449.8404,987.2735,824.8659,1359.4189,1508.8071,534.8873,551.7478,945.9342,471.2658,558.3893,1303.0105,1075.6699,1006.2482,645.2222,688.2834,1323.9155,1161.4550,581.0710,619.0293,880.4724
1919.0000,458.3510,1000.0610,829.4398,1373.9814,1523.9774,546.3689,558.7735,960.0380,478.1638,569.4085,1311.2393,1086.7246,1022.7269,659.0180,694.2027,1335.0114,1175.1971,588.7329,631.9281,893.9031
1920.0000,467.1626,1013.3007,834.1755,1389.0588,1539.6844,558.2566,566.0476,974.6407,485.3057,580.8174,1319.7590,1098.1703,1039.7883,673.3018,700.3313,1346.4997,1189.4251,596.6658,645.2830,907.8089
1921.0000,476.2858,1027.0088,839.0786,1404.6696,1555.9468,570.5647,573.5791,989.7598,492.7003,592.6298,1328.5801,1110.0208,1057.4533,688.0907,706.6768,1358.3944,1204.1564,604.8793,659.1104,922.2065
1922.0000,485.7318,1041.2016,844.1552,1420.8325,1572.7845,583.3082,581.3769,1005.4137,500.3564,604.8600,1337.7133,1122.2905,1075.7430,703.4028,713.2466,1370.7098,1219.4088,613.3833,673.4268,937.1134
1923.0000,495.5118,1055.8965,849.4114,1437.5671,1590.2177,596.5024,589.4505,1021.6213,508.2833,617.5228,1347.1694,1134.9941,1094.6797,719.2564,720.0489,1383.4608,1235.2006,622.1881,688.2495,952.5475
1924.0000,505.6377,1071.1112,854.8534,1454.8936,1608.2676,610.1632,597.8097,1038.4021,516.4906,630.6335,1356.9600,1148.1471,1114.2861,735.6708,727.0917,1396.6627,1251.5510,631.3043,703.5966,968.5275
1925.0000,516.1218,1086.8639,860.4879,1472.8329,1626.9558,624.3073,606.4645,1055.7765,524.9882,644.2078,1367.0969,1161.7653,1134.5860,752.6658,734.3837,1410.3317,1268.4797,640.7429,719.4864,985.0727
1926.0000,526.9767,1103.1739,866.3218,1491.4067,1646.3050,638.9516,615.4255,1073.7654,533.7863,658.2624,1377.5923,1175.8651,1155.6039,770.2618,741.9335,1424.4840,1286.0071,650.5154,735.9383,1002.2031
1927.0000,538.2156,1120.0607,872.3619,1510.6375,1666.3387,654.1139,624.7034,1092.3905,542.8956,672.8140,1388.4590,1190.4637,1177.3652,788.4802,749.7504,1439.1370,1304.1545,660.6335,752.9721,1019.9394
1928.0000,549.8519,1137.5447,878.6157,1530.5485,1687.0808,669.8125,634.3095,1111.6744,552.3271,687.8803,1399.7100,1205.5786,1199.8961,807.3430,757.8438,1454.3082,1322.9437,671.1095,770.6083,1038.3030
1929.0000,561.8999,1155.6472,885.0907,1551.1637,1708.5567,686.0663,644.2553,1131.6404,562.0922,703.4794,1411.3590,1221.2281,1223.2240,826.8730,766.2234,1470.0160,1342.3976,681.9561,788.8684,1057.3161
1930.0000,574.3739,1174.3900,891.7947,1572.5080,1730.7921,702.8950,654.5529,1152.3126,572.2027,719.6304,1423.4199,1237.4311,1247.3770,847.0937,774.8995,1486.2794,1362.5394,693.1862,807.7743,1077.0018
1931.0000,587.2892,1193.7957,898.7358,1594.6073,1753.8140,720.3189,665.2147,1173.7159,582.6707,736.3525,1435.9075,1254.2072,1272.3843,868.0297,783.8823,1503.1181,1383.3937,704.8136,827.3489,1097.3837
1932.0000,600.6613,1213.8878,905.9225,1617.4883,1777.6502,738.3592,676.2537,1195.8763,593.5091,753.6662,1448.8367,1271.5767,1298.2760,889.7061,793.1830,1520.5523,1404.9857,716.8522,847.6158,1118.4865
1933.0000,614.5063,1234.6905,913.3633,1641.1785,1802.3294,757.0374,687.6831,1218.8204,604.7308,771.5922,1462.2233,1289.5606,1325.0836,912.1492,802.8125,1538.6031,1427.3413,729.3167,868.5995,1140.3357
1934.0000,628.8411,1256.2290,921.0673,1665.7066,1827.8815,776.3764,699.5167,1242.5761,616.3493,790.1522,1476.0833,1308.1805,1352.8393,935.3861,812.7827,1557.2924,1450.4876,742.2220,890.3255,1162.9577
1935.0000,643.6828,1278.5293,929.0438,1691.1023,1854.3374,796.3993,711.7689,1267.1720,628.3789,809.3687,1490.4335,1327.4590,1381.5767,959.4449,823.1055,1576.6427,1474.4526,755.5837,912.8199,1186.3798
1936.0000,659.0495,1301.6184,937.3024,1717.3962,1881.7291,817.1305,724.4544,1292.6379,640.8339,829.2649,1505.2913,1347.4193,1411.3306,984.3547,833.7934,1596.6775,1499.2652,769.4181,936.1099,1210.6303
1937.0000,674.9597,1325.5241,945.8531,1744.6202,1910.0895,838.5949,737.5886,1319.0045,653.7294,849.8648,1520.6747,1368.0857,1442.1368,1010.1455,844.8593,1617.4209,1524.9554,783.7418,960.2237,1235.7386
1938.0000,691.4327,1350.2753,954.7063,1772.8070,1939.4531,860.8185,751.1874,1346.3036,667.0811,871.1933,1536.6021,1389.4830,1474.0327,1036.8485,856.3167,1638.8979,1551.5543,798.5720,985.1903,1261.7350
1939.0000,708.4882,1375.9020,963.8725,1801.9908,1969.8552,883.8281,765.2672,1374.5683,680.9050,893.2762,1553.0928,1411.6372,1507.0567,1064.4960,868.1792,1661.1346,1579.0940,813.9269,1011.0400,1288.6508
1940.0000,726.1471,1402.4351,973.3630,1832.2068,2001.3327,907.6516,779.8449,1403.8327,695.2178,916.1402,1570.1669,1434.5749,1541.2487,1093.1213,880.4614,1684.1578,1607.6077,829.8248,1037.8041,1316.5187
1941.0000,744.4305,1429.9067,983.1892,1863.4915,2033.9235,932.3177,794.9383,1434.1322,710.0369,939.8128,1587.8448,1458.3239,1576.6501,1122.7591,893.1780,1707.9953,1637.1300,846.2850,1065.5147,1345.3722
1942.0000,763.3606,1458.3499,993.3629,1895.8828,2067.6670,957.8562,810.5655,1465.5034,725.3801,964.3228,1606.1480,1482.9129,1613.3036,1153.4453,906.3443,1732.6759,1667.6965,863.3275,1094.2055,1375.2463
1943.0000,782.9603,1487.7992,1003.8965,1929.4197,2102.6040,984.2980,826.7454,1497.9842,741.2660,989.6996,1625.0986,1508.3716,1651.2536,1185.2167,919.9764,1758.2295,1699.3440,880.9727,1123.9110,1406.1770
1944.0000,803.2531,1518.2900,1014.8026,1964.1429,2138.7767,1011.6750,843.4976,1531.6138,757.7138,1015.9740,1644.7195,1534.7308,1690.5458,1218.1119,934.0906,1784.6869,1732.1110,899.2420,1154.6672,1438.2017
1945.0000,824.2638,1549.8593,1026.0945,2000.0941,2176.2289,1040.0204,860.8423,1566.4329,774.7433,1043.1778,1665.0343,1562.0223,1731.2278,1252.1706,948.7040,1812.0801,1766.0369,918.1575,1186.5113,1471.3591
1946.0000,846.0176,1582.5452,1037.7857,2037.3170,2215.0057,1069.3683,878.8005,1602.4835,792.3752,1071.3437,1686.0677,1590.2791,1773.3487,1287.4340,963.8343,1840.4421,1801.1627,937.7420,1219.4816,1505.6892
1947.0000,868.5408,1616.3872,1049.8905,2075.8564,2255.1540,1099.7543,897.3939,1639.8091,810.6307,1100.5058,1707.8450,1619.5353,1816.9593,1323.9446,979.4997,1869.8074,1837.5310,958.0192,1253.6182,1541.2336
1948.0000,891.8606,1651.4262,1062.4234,2115.7589,2296.7224,1131.2150,916.6449,1678.4550,829.5319,1130.6994,1730.3925,1649.8263,1862.1125,1361.7465,995.7192,1900.2112,1875.1855,979.0136,1288.9621,1578.0352
1949.0000,916.0052,1687.7045,1075.3996,2157.0728,2339.7610,1163.7884,936.5769,1718.4678,849.1016,1161.9610,1753.7376,1681.1886,1908.8627,1400.8855,1012.5124,1931.6905,1914.1719,1000.7506,1325.5561,1616.1385
1950.0000,941.0039,1725.2659,1088.8348,2199.8479,2384.3219,1197.5140,957.2138,1759.8958,869.3635,1194.3282,1777.9084,1713.6603,1957.2665,1441.4089,1029.8996,1964.2831,1954.5372,1023.2564,1363.4444,1655.5894
1951.0000,966.8867,1764.1559,1102.7451,2244.1359,2430.4589,1232.4324,978.5806,1802.7891,890.3420,1227.8402,1802.9340,1747.2805,2007.3823,1483.3655,1047.9017,1998.0285,1996.3303,1046.5582,1402.6728,1696.4358
1952.0000,993.6850,1804.4213,1117.1475,2289.9905,2478.2277,1268.5859,1000.7032,1847.1996,912.0626,1262.5376,1828.8449,1782.0897,2059.2706,1526.8061,1066.5406,2032.9675,2039.6015,1070.6842,1443.2887,1738.7268
1953.0000,1021.4311,1846.1110,1132.0593,2337.4668,2527.6861,1306.0181,1023.6082,1893.1808,934.5514,1298.4622,1855.6721,1818.1302,2112.9943,1571.7832,1085.8387,2069.1423,2084.4032,1095.6636,1485.3412,1782.5137
1954.0000,1050.1586,1889.2752,1147.4984,2386.6224,2578.8938,1344.7742,1047.3234,1940.7883,957.8356,1335.6574,1883.4483,1855.4454,2168.6181,1618.3511,1105.8194,2106.5966,2130.7896,1121.5264,1528.8811,1827.8492
1955.0000,1079.9022,1933.9661,1163.4837,2437.5166,2631.9127,1384.9012,1071.8773,1990.0797,981.9434,1374.1682,1912.2069,1894.0805,2226.2093,1666.5661,1126.5068,2145.3756,2178.8166,1148.3040,1573.9609,1874.7883
1956.0000,1110.6978,1980.2377,1180.0344,2490.2109,2686.8069,1426.4474,1097.2998,2041.1146,1006.9038,1414.0411,1941.9826,1934.0820,2285.8375,1716.4865,1147.9259,2185.5262,2228.5423,1176.0287,1620.6352,1923.3876
1957.0000,1142.5826,2028.1459,1197.1704,2544.7690,2743.6426,1469.4631,1123.6214,2093.9545,1032.7471,1455.3244,1972.8116,1975.4984,2347.5747,1768.1725,1170.1025,2227.0969,2280.0268,1204.7341,1668.9604,1973.7059
1958.0000,1175.5952,2077.7487,1214.9126,2601.2568,2802.4886,1514.0003,1150.8740,2148.6633,1059.5045,1498.0677,2004.7309,2018.3797,2411.4955,1821.6866,1193.0636,2270.1379,2333.3322,1234.4547,1718.9948,2025.8038
1959.0000,1209.7755,2129.1058,1233.2823,2659.7425,2863.4160,1560.1127,1179.0905,2205.3072,1087.2082,1542.3229,2037.7792,2062.7777,2477.6772,1877.0935,1216.8368,2314.7013,2388.5231,1265.2265,1770.7989,2079.7445
1960.0000,1245.1646,2182.2794,1252.3017,2720.2969,2926.4983,1607.8561,1208.3050,2263.9545,1115.8918,1588.1434,2071.9964,2108.7460,2546.1997,1934.4601,1241.4508,2360.8409,2445.6660,1297.0867,1824.4353,2135.5930
1961.0000,1281.8055,2237.3338,1271.9938,2782.9930,2991.8119,1657.2881,1238.5528,2324.6762,1145.5900,1635.5846,2107.4238,2156.3402,2617.1458,1993.8558,1266.9354,2408.6125,2504.8301,1330.0738,1879.9687,2193.4169
1962.0000,1319.7423,2294.3354,1292.3824,2847.9067,3059.4355,1708.4686,1269.8705,2387.5455,1176.3386,1684.7037,2144.1044,2205.6177,2690.6013,2055.3522,1293.3214,2458.0736,2566.0867,1364.2277,1937.4664,2253.2859
1963.0000,1359.0210,2353.3531,1313.4922,2915.1163,3129.4510,1761.4593,1302.2959,2452.6386,1208.1747,1735.5601,2182.0822,2256.6382,2766.6548,2119.0238,1320.6407,2509.2842,2629.5100,1399.5895,1996.9978,2315.2725
1964.0000,1399.6889,2414.4582,1335.3486,2984.7031,3201.9429,1816.3242,1335.8681,2520.0339,1241.1369,1788.2153,2221.4034,2309.4633,2845.3983,2184.9474,1348.9263,2562.3062,2695.1766,1436.2021,2058.6347,2379.4516
1965.0000,1441.7953,2477.7247,1357.9780,3056.7512,3276.9988,1873.1297,1370.6278,2589.8130,1275.2649,1842.7329,2262.1153,2364.1568,2926.9270,2253.2027,1378.2122,2617.2034,2763.1657,1474.1097,2122.4518,2445.9006
1966.0000,1485.3909,2543.2288,1381.4079,3131.3476,3354.7094,1931.9444,1406.6169,2662.0602,1310.6000,1899.1788,2304.2672,2420.7847,3011.3393,2323.8721,1408.5341,2674.0424,2833.5596,1513.3580,2188.5260,2514.6999
1967.0000,1530.5285,2611.0498,1405.6664,3208.5825,3435.1687,1992.8393,1443.8790,2736.8627,1347.1849,1957.6211,2347.9100,2479.4156,3098.7372,2397.0411,1439.9284,2732.8917,2906.4434,1553.9945,2256.9372,2585.9327
1968.0000,1577.2625,2681.2696,1430.7830,3288.5491,3518.4737,2055.8881,1482.4589,2814.3109,1385.0638,2018.1306,2393.0964,2540.1202,3189.2263,2472.7981,1472.4331,2793.8226,2981.9049,1596.0684,2327.7681,2659.6849
1969.0000,1625.6496,2753.9730,1456.7879,3371.3441,3604.7251,2121.1668,1522.4035,2894.4985,1424.2825,2080.7802,2439.8810,2602.9720,3282.9161,2551.2345,1506.0874,2856.9085,3060.0356,1639.6303,2401.1043,2736.0456
1970.0000,1675.7481,2829.2479,1483.7126,3457.0675,3694.0273,2188.7545,1563.7609,2977.5222,1464.8883,2145.6457,2488.3204,2668.0467,3379.9195,2632.4453,1540.9321,2922.2257,3140.9296,1684.7331,2477.0343,2815.1073
1971.0000,1727.6185,2907.1853,1511.5897,3545.8229,3786.4881,2258.7327,1606.5810,3063.4825,1506.9303,2212.8055,2538.4731,2735.4232,3480.3540,2716.5284,1577.0093,2989.8532,3224.6849,1731.4311,2555.6500,2896.9653
1972.0000,1781.3236,2987.8793,1540.4527,3637.7176,3882.2191,2331.1860,1650.9157,3152.4832,1550.4593,2282.3407,2590.3996,2805.1827,3584.3408,2803.5855,1614.3625,3059.8726,3311.4025,1779.7807,2637.0462,2981.7186
1973.0000,1836.9282,3071.4274,1570.3366,3732.8625,3981.3361,2406.2019,1696.8185,3244.6318,1595.5280,2354.3353,2644.1628,2877.4095,3692.0056,2893.7218,1653.0369,3132.3686,3401.1874,1829.8405,2721.3215,3069.4696
1974.0000,1894.4995,3157.9306,1601.2775,3831.3727,4083.9589,2483.8712,1744.3448,3340.0396,1642.1907,2428.8763,2699.8276,2952.1911,3803.4784,2987.0461,1693.0791,3207.4288,3494.1478,1881.6709,2808.5775,3160.3243
1975.0000,1954.1071,3247.4933,1633.3127,3933.3671,4190.2113,2564.2875,1793.5522,3438.8220,1690.5038,2506.0539,2757.4612,3029.6176,3918.8940,3083.6713,1734.5377,3285.1438,3590.3963,1935.3345,2898.9197,3254.3925
1976.0000,2015.8230,3340.2239,1666.4811,4038.9691,4300.2219,2647.5482,1844.5000,3541.0982,1740.5257,2585.9611,2817.1333,3109.7826,4038.3917,3183.7141,1777.4626,3365.6076,3690.0490,1990.8962,2992.4572,3351.7878
1977.0000,2079.7217,3436.2343,1700.8226,4148.3062,4414.1235,2733.7538,1897.2498,3646.9920,1792.3170,2668.6947,2878.9159,3192.7831,4162.1161,3287.2954,1821.9057,3448.9173,3793.2264,2048.4231,3089.3032,3452.6280
1978.0000,2145.8806,3535.6405,1736.3787,4261.5104,4532.0538,2823.0084,1951.8653,3756.6311,1845.9400,2754.3545,2942.8838,3278.7192,4290.2165,3394.5403,1867.9208,3535.1737,3900.0532,2107.9847,3189.5746,3557.0349
1979.0000,2214.3794,3638.5627,1773.1924,4378.7187,4654.1552,2915.4199,2008.4126,3870.1482,1901.4597,2843.0441,3009.1142,3367.6949,4422.8478,3505.5785,1915.5634,3624.4809,4010.6583,2169.6529,3293.3925,3665.1346
1980.0000,2285.3010,3745.1252,1811.3082,4500.0725,4780.5753,3011.1000,2066.9599,3987.6803,1958.9430,2934.8706,3077.6871,3459.8176,4560.1703,3620.5439,1964.8912,3716.9469,4125.1755,2233.5023,3400.8824,3777.0577
1981.0000,2358.7311,3855.4568,1850.7722,4625.7186,4911.4668,3110.1642,2127.5780,4109.3695,2018.4596,3029.9449,3148.6855,3555.1987,4702.3497,3739.5757,2015.9636,3812.6833,4243.7432,2299.6101,3512.1742,3892.9396
1982.0000,2434.7584,3969.6908,1891.6320,4755.8088,5046.9879,3212.7323,2190.3401,4235.3628,2080.0812,3128.3820,3222.1950,3653.9533,4849.5580,3862.8176,2068.8424,3911.8059,4366.5045,2368.0561,3627.4024,4012.9201
1983.0000,2513.4747,4087.9652,1933.9370,4890.5002,5187.3023,3318.9282,2255.3222,4365.8124,2143.8824,3230.3008,3298.3045,3756.2009,5001.9730,3990.4185,2123.5916,4014.4345,4493.6079,2438.9229,3746.7061,4137.1443
1984.0000,2594.9752,4210.4229,1977.7382,5029.9556,5332.5796,3428.8802,2322.6026,4500.8759,2209.9401,3335.8244,3377.1060,3862.0649,5159.7789,4122.5326,2180.2772,4120.6930,4625.2069,2512.2963,3870.2296,4265.7622
1985.0000,2679.3584,4337.2119,2023.0888,5174.3434,5482.9953,3542.7212,2392.2627,4640.7166,2278.3344,3445.0803,3458.6947,3971.6733,5323.1663,4259.3195,2238.9677,4230.7098,4761.4604,2588.2649,3998.1220,4398.9293
1986.0000,2766.7261,4468.4854,2070.0433,5323.8382,5638.7312,3660.5887,2464.3866,4785.5034,2349.1476,3558.2006,3543.1691,4085.1585,5492.3326,4400.9446,2299.7341,4344.6178,4902.5332,2666.9205,4130.5379,4536.8065
1987.0000,2857.1840,4604.4019,2118.6586,5478.6206,5799.9753,3782.6251,2539.0615,4935.4113,2422.4656,3675.3219,3630.6314,4202.6576,5667.4823,4547.5788,2362.6498,4462.5548,5048.5957,2748.3581,4267.6374,4679.5603
1988.0000,2950.8414,4745.1258,2168.9935,5638.8776,5966.9226,3908.9778,2616.3777,5090.6213,2498.3767,3796.5857,3721.1871,4324.3126,5848.8270,4699.3994,2427.7908,4584.6631,5199.8244,2832.6761,4409.5859,4827.3633
1989.0000,3047.8114,4890.8270,2221.1086,5804.8027,6139.7748,4039.7997,2696.4285,5251.3211,2576.9728,3922.1386,3814.9458,4450.2705,6036.5857,4856.5899,2495.2358,4711.0903,5356.4020,2919.9763,4556.5552,4980.3940
1990.0000,3148.2111,5041.6816,2275.0671,5976.5966,6318.7407,4175.2486,2779.3107,5417.7048,2658.3489,4052.1322,3912.0207,4580.6835,6230.9854,5019.3401,2565.0663,4841.9893,5518.5176,3010.3644,4708.7227,5138.8374
1991.0000,3252.1620,5197.8719,2330.9340,6154.4668,6504.0365,4315.4883,2865.1244,5589.9733,2742.6031,4186.7237,4012.5291,4715.7092,6432.2610,5187.8468,2637.3667,4977.5180,5686.3672,3103.9495,4866.2723,5302.8848
1992.0000,3359.7896,5359.5866,2388.7769,6338.6282,6695.8862,4460.6883,2953.9732,5768.3350,2829.8374,4326.0756,4116.5924,4855.5106,6640.6555,5362.3135,2712.2243,5117.8404,5860.1536,3200.8446,5029.3944,5472.7345
1993.0000,3471.2239,5527.0211,2448.6657,6529.3033,6894.5215,4611.0239,3045.9647,5953.0052,2920.1571,4470.3563,4224.3365,5000.2568,6856.4209,5542.9509,2789.7296,5263.1259,6040.0868,3301.1669,5198.2860,5648.5918
